t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.499146,-0.127785,-0.050852,-0.000824,-0.000280,-0.000210,0.106935,WAIT_USER_CONFIRM
0.001000,0.499148,-0.127782,-0.050851,-0.000324,0.000370,0.000392,0.106936,WAIT_USER_CONFIRM
0.002000,0.499147,-0.127782,-0.050852,-0.002277,-0.000710,-0.000836,0.106932,WAIT_USER_CONFIRM
0.003000,0.499148,-0.127784,-0.050852,-0.001326,-0.001082,-0.000136,0.106888,WAIT_USER_CONFIRM
0.004000,0.499147,-0.127784,-0.050851,-0.000340,-0.000746,0.000716,0.106744,WAIT_USER_CONFIRM
0.005000,0.499145,-0.127782,-0.050853,-0.000036,-0.000120,0.000436,0.106475,WAIT_USER_CONFIRM
0.006000,0.499146,-0.127784,-0.050853,0.000396,-0.000515,0.000256,0.106135,WAIT_USER_CONFIRM
0.007000,0.499144,-0.127784,-0.050856,-0.001728,-0.000219,-0.001499,0.105806,WAIT_USER_CONFIRM
0.008000,0.499142,-0.127786,-0.050856,-0.002543,-0.000688,-0.001455,0.105488,WAIT_USER_CONFIRM
0.009000,0.499142,-0.127783,-0.050858,-0.001877,0.000338,-0.001938,0.105039,WAIT_USER_CONFIRM
0.010000,0.499142,-0.127785,-0.050855,-0.002085,0.000075,-0.001231,0.104200,WAIT_USER_CONFIRM
0.011000,0.499142,-0.127787,-0.050855,-0.002069,-0.000752,-0.000990,0.102683,WAIT_USER_CONFIRM
0.012000,0.499140,-0.127788,-0.050857,-0.001992,-0.000577,-0.001363,0.100243,WAIT_USER_CONFIRM
0.013000,0.499145,-0.127787,-0.050853,0.000762,-0.000330,0.000738,0.096727,WAIT_USER_CONFIRM
0.014000,0.499142,-0.127789,-0.050853,0.000320,-0.000156,0.000278,0.092103,WAIT_USER_CONFIRM
0.015000,0.499144,-0.127788,-0.050851,0.000650,-0.000315,0.000962,0.086491,WAIT_USER_CONFIRM
0.016000,0.499143,-0.127787,-0.050851,0.000408,0.000040,0.000966,0.080130,WAIT_USER_CONFIRM
0.017000,0.499148,-0.127786,-0.050847,0.002083,-0.000160,0.002085,0.073328,WAIT_USER_CONFIRM
0.018000,0.499148,-0.127788,-0.050845,0.002235,-0.000423,0.002255,0.066420,WAIT_USER_CONFIRM
0.019000,0.499149,-0.127786,-0.050845,0.001098,0.000258,0.001515,0.059757,WAIT_USER_CONFIRM
0.020000,0.499153,-0.127785,-0.050843,0.002348,0.000616,0.001698,0.053652,WAIT_USER_CONFIRM
0.021000,0.499152,-0.127785,-0.050842,0.001430,0.000335,0.001705,0.048313,WAIT_USER_CONFIRM
0.022000,0.499156,-0.127784,-0.050840,0.002116,0.000232,0.001934,0.043824,WAIT_USER_CONFIRM
0.023000,0.499156,-0.127785,-0.050840,0.001917,0.000280,0.001648,0.040161,WAIT_USER_CONFIRM
0.024000,0.499160,-0.127786,-0.050836,0.002638,-0.000568,0.002403,0.037216,WAIT_USER_CONFIRM
0.025000,0.499159,-0.127785,-0.050837,0.001595,0.000625,0.001548,0.034830,WAIT_USER_CONFIRM
0.026000,0.499160,-0.127781,-0.050837,0.002217,0.001930,0.001451,0.032800,WAIT_USER_CONFIRM
0.027000,0.499163,-0.127782,-0.050833,0.002158,0.000948,0.001618,0.030880,WAIT_USER_CONFIRM
0.028000,0.499166,-0.127782,-0.050832,0.002768,0.000749,0.001965,0.028798,WAIT_USER_CONFIRM
0.029000,0.499170,-0.127782,-0.050828,0.002806,0.000849,0.002092,0.026291,WAIT_USER_CONFIRM
0.030000,0.499169,-0.127780,-0.050829,0.001281,0.001288,0.000891,0.023137,WAIT_USER_CONFIRM
