t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.498568,-0.096489,-0.165593,-0.001023,0.000224,-0.000524,1.166834,WAIT_USER_CONFIRM
0.001000,0.498566,-0.096489,-0.165594,-0.000749,0.000207,-0.000312,1.166783,WAIT_USER_CONFIRM
0.002000,0.498568,-0.096488,-0.165593,-0.001015,-0.000234,-0.000316,1.166532,WAIT_USER_CONFIRM
0.003000,0.498567,-0.096490,-0.165593,-0.000555,-0.000373,-0.000218,1.165910,WAIT_USER_CONFIRM
0.004000,0.498573,-0.096489,-0.165591,0.001298,0.000489,0.000824,1.164798,WAIT_USER_CONFIRM
0.005000,0.498571,-0.096488,-0.165592,0.001285,0.000904,0.000683,1.163178,WAIT_USER_CONFIRM
0.006000,0.498569,-0.096491,-0.165594,0.000955,-0.000053,0.000261,1.161152,WAIT_USER_CONFIRM
0.007000,0.498564,-0.096494,-0.165597,-0.001589,-0.001137,-0.001057,1.158885,WAIT_USER_CONFIRM
0.008000,0.498566,-0.096496,-0.165596,-0.000822,-0.001461,-0.001215,1.156480,WAIT_USER_CONFIRM
0.009000,0.498567,-0.096501,-0.165595,-0.000251,-0.002613,-0.000338,1.153892,WAIT_USER_CONFIRM
0.010000,0.498569,-0.096503,-0.165593,0.000091,-0.002603,0.000102,1.150970,WAIT_USER_CONFIRM
0.011000,0.498571,-0.096505,-0.165591,0.000245,-0.001980,0.000514,1.147560,WAIT_USER_CONFIRM
0.012000,0.498574,-0.096505,-0.165588,0.000555,-0.002009,0.001025,1.143593,WAIT_USER_CONFIRM
0.013000,0.498580,-0.096513,-0.165583,0.001768,-0.003621,0.002053,1.139125,WAIT_USER_CONFIRM
0.014000,0.498585,-0.096513,-0.165579,0.003087,-0.002706,0.002619,1.134339,WAIT_USER_CONFIRM
0.015000,0.498590,-0.096520,-0.165574,0.004076,-0.004430,0.003695,1.129528,WAIT_USER_CONFIRM
0.016000,0.498595,-0.096522,-0.165570,0.004463,-0.003386,0.003604,1.125059,WAIT_USER_CONFIRM
0.017000,0.498607,-0.096527,-0.165561,0.007333,-0.004060,0.005465,1.121331,WAIT_USER_CONFIRM
0.018000,0.498611,-0.096534,-0.165557,0.006370,-0.005180,0.004778,1.118736,WAIT_USER_CONFIRM
0.019000,0.498618,-0.096534,-0.165551,0.006818,-0.003802,0.005255,1.117602,WAIT_USER_CONFIRM
0.020000,0.498631,-0.096536,-0.165545,0.008993,-0.003653,0.005919,1.118136,WAIT_USER_CONFIRM
0.021000,0.498639,-0.096546,-0.165537,0.008963,-0.005068,0.006297,1.120407,WAIT_USER_CONFIRM
0.022000,0.498648,-0.096548,-0.165534,0.008909,-0.003711,0.005555,1.124361,WAIT_USER_CONFIRM
0.023000,0.498654,-0.096552,-0.165528,0.008897,-0.004168,0.005727,1.129816,WAIT_USER_CONFIRM
0.024000,0.498663,-0.096556,-0.165523,0.008680,-0.003839,0.005469,1.136430,WAIT_USER_CONFIRM
0.025000,0.498674,-0.096561,-0.165516,0.009864,-0.003702,0.005810,1.143721,WAIT_USER_CONFIRM
0.026000,0.498686,-0.096565,-0.165509,0.011217,-0.003852,0.006435,1.151122,WAIT_USER_CONFIRM
0.027000,0.498699,-0.096570,-0.165501,0.011745,-0.004148,0.006949,1.158064,WAIT_USER_CONFIRM
0.028000,0.498713,-0.096573,-0.165494,0.012642,-0.003602,0.007288,1.164062,WAIT_USER_CONFIRM
0.029000,0.498717,-0.096583,-0.165490,0.010513,-0.005755,0.006656,1.168749,WAIT_USER_CONFIRM
0.030000,0.498731,-0.096592,-0.165479,0.011439,-0.006920,0.007642,1.171859,WAIT_USER_CONFIRM
0.031000,0.498745,-0.096594,-0.165473,0.012469,-0.004884,0.007415,1.173199,WAIT_USER_CONFIRM
0.032000,0.498756,-0.096598,-0.165466,0.012031,-0.004911,0.007474,1.172641,WAIT_USER_CONFIRM
0.033000,0.498772,-0.096605,-0.165457,0.013207,-0.005761,0.008072,1.170111,WAIT_USER_CONFIRM
0.034000,0.498784,-0.096613,-0.165449,0.013535,-0.006285,0.008248,1.165577,WAIT_USER_CONFIRM
0.035000,0.498794,-0.096623,-0.165442,0.012012,-0.007696,0.007545,1.159044,WAIT_USER_CONFIRM
0.036000,0.498807,-0.096627,-0.165434,0.012458,-0.006573,0.008077,1.150534,WAIT_USER_CONFIRM
0.037000,0.498824,-0.096636,-0.165424,0.013455,-0.007525,0.008386,1.140065,WAIT_USER_CONFIRM
0.038000,0.498835,-0.096643,-0.165417,0.012896,-0.007096,0.008085,1.127665,WAIT_USER_CONFIRM
0.039000,0.498850,-0.096649,-0.165409,0.013368,-0.006553,0.008039,1.113379,WAIT_USER_CONFIRM
0.040000,0.498862,-0.096656,-0.165400,0.012688,-0.006781,0.007984,1.097257,WAIT_USER_CONFIRM
0.041000,0.498880,-0.096666,-0.165391,0.015155,-0.006819,0.008768,1.079349,WAIT_USER_CONFIRM
0.042000,0.498889,-0.096679,-0.165384,0.013694,-0.008144,0.008218,1.059723,WAIT_USER_CONFIRM
0.043000,0.498903,-0.096687,-0.165375,0.014720,-0.008237,0.008852,1.038469,WAIT_USER_CONFIRM
0.044000,0.498916,-0.096697,-0.165367,0.014643,-0.008355,0.008855,1.015699,WAIT_USER_CONFIRM
0.045000,0.498926,-0.096707,-0.165359,0.013272,-0.008961,0.008492,0.991544,WAIT_USER_CONFIRM
0.046000,0.498947,-0.096716,-0.165346,0.015324,-0.009508,0.009873,0.966160,WAIT_USER_CONFIRM
0.047000,0.498956,-0.096727,-0.165340,0.013853,-0.010022,0.008905,0.939746,WAIT_USER_CONFIRM
0.048000,0.498972,-0.096736,-0.165329,0.014852,-0.010030,0.009651,0.912532,WAIT_USER_CONFIRM
0.049000,0.498985,-0.096746,-0.165321,0.013734,-0.010244,0.009194,0.884757,WAIT_USER_CONFIRM
0.050000,0.499002,-0.096755,-0.165310,0.014727,-0.009484,0.009647,0.856643,WAIT_USER_CONFIRM
0.051000,0.499013,-0.096768,-0.165302,0.014347,-0.010310,0.009553,0.828399,WAIT_USER_CONFIRM
0.052000,0.499029,-0.096778,-0.165291,0.014507,-0.010193,0.009863,0.800220,WAIT_USER_CONFIRM
0.053000,0.499041,-0.096786,-0.165283,0.013625,-0.009549,0.009079,0.772284,WAIT_USER_CONFIRM
0.054000,0.499053,-0.096801,-0.165273,0.012491,-0.011306,0.008976,0.744734,WAIT_USER_CONFIRM
0.055000,0.499073,-0.096806,-0.165261,0.014716,-0.010029,0.010029,0.717661,WAIT_USER_CONFIRM
0.056000,0.499084,-0.096821,-0.165252,0.013218,-0.010814,0.009413,0.691124,WAIT_USER_CONFIRM
0.057000,0.499102,-0.096832,-0.165240,0.014667,-0.010956,0.010184,0.665195,WAIT_USER_CONFIRM
0.058000,0.499122,-0.096840,-0.165227,0.016271,-0.010223,0.010977,0.639988,WAIT_USER_CONFIRM
0.059000,0.499128,-0.096853,-0.165219,0.013566,-0.010821,0.010095,0.615669,WAIT_USER_CONFIRM
0.060000,0.499149,-0.096863,-0.165205,0.015213,-0.010824,0.010996,0.592452,WAIT_USER_CONFIRM
0.061000,0.499166,-0.096874,-0.165193,0.015491,-0.010825,0.011285,0.570559,WAIT_USER_CONFIRM
0.062000,0.499179,-0.096890,-0.165183,0.014512,-0.012330,0.010710,0.550201,WAIT_USER_CONFIRM
0.063000,0.499196,-0.096903,-0.165170,0.014640,-0.012658,0.011574,0.531549,WAIT_USER_CONFIRM
0.064000,0.499209,-0.096914,-0.165161,0.014009,-0.012115,0.010712,0.514714,WAIT_USER_CONFIRM
0.065000,0.499225,-0.096928,-0.165149,0.014695,-0.012940,0.011221,0.499731,WAIT_USER_CONFIRM
0.066000,0.499245,-0.096940,-0.165135,0.016334,-0.012969,0.012112,0.486557,WAIT_USER_CONFIRM
0.067000,0.499260,-0.096951,-0.165124,0.015839,-0.012411,0.011708,0.475096,WAIT_USER_CONFIRM
0.068000,0.499279,-0.096966,-0.165112,0.016673,-0.013784,0.011790,0.465223,WAIT_USER_CONFIRM
0.069000,0.499295,-0.096979,-0.165100,0.016756,-0.013536,0.012256,0.456791,WAIT_USER_CONFIRM
0.070000,0.499316,-0.096991,-0.165087,0.018386,-0.013568,0.012666,0.449626,WAIT_USER_CONFIRM
0.071000,0.499332,-0.097003,-0.165076,0.017527,-0.013153,0.012101,0.443562,WAIT_USER_CONFIRM
0.072000,0.499344,-0.097018,-0.165066,0.015698,-0.013853,0.011616,0.438438,WAIT_USER_CONFIRM
0.073000,0.499361,-0.097034,-0.165054,0.016212,-0.013999,0.011633,0.434059,WAIT_USER_CONFIRM
0.074000,0.499379,-0.097050,-0.165042,0.017056,-0.014515,0.011489,0.430174,WAIT_USER_CONFIRM
0.075000,0.499395,-0.097063,-0.165031,0.015904,-0.014110,0.010928,0.426481,WAIT_USER_CONFIRM
0.076000,0.499409,-0.097077,-0.165020,0.015577,-0.014801,0.011250,0.422643,WAIT_USER_CONFIRM
0.077000,0.499431,-0.097090,-0.165007,0.016992,-0.014456,0.011704,0.418321,WAIT_USER_CONFIRM
0.078000,0.499445,-0.097105,-0.164996,0.016206,-0.014322,0.011438,0.413236,WAIT_USER_CONFIRM
0.079000,0.499457,-0.097123,-0.164987,0.014753,-0.015370,0.010520,0.407184,WAIT_USER_CONFIRM
0.080000,0.499477,-0.097137,-0.164974,0.015867,-0.015430,0.011103,0.400011,WAIT_USER_CONFIRM
0.081000,0.499492,-0.097153,-0.164964,0.014878,-0.015579,0.010673,0.391573,WAIT_USER_CONFIRM
0.082000,0.499506,-0.097168,-0.164953,0.014313,-0.015522,0.010653,0.381743,WAIT_USER_CONFIRM
0.083000,0.499526,-0.097182,-0.164939,0.015512,-0.015062,0.011406,0.370451,WAIT_USER_CONFIRM
0.084000,0.499543,-0.097202,-0.164927,0.015955,-0.016550,0.011641,0.357723,WAIT_USER_CONFIRM
0.085000,0.499559,-0.097214,-0.164917,0.015927,-0.015587,0.011338,0.343703,WAIT_USER_CONFIRM
0.086000,0.499572,-0.097232,-0.164907,0.014257,-0.016751,0.010716,0.328611,WAIT_USER_CONFIRM
0.087000,0.499589,-0.097245,-0.164895,0.014904,-0.015446,0.011160,0.312683,WAIT_USER_CONFIRM
0.088000,0.499609,-0.097262,-0.164880,0.015958,-0.016252,0.011761,0.296142,WAIT_USER_CONFIRM
0.089000,0.499620,-0.097280,-0.164872,0.014259,-0.017355,0.010970,0.279213,WAIT_USER_CONFIRM
0.090000,0.499641,-0.097297,-0.164858,0.016037,-0.017073,0.011823,0.262130,WAIT_USER_CONFIRM
0.091000,0.499657,-0.097311,-0.164847,0.015800,-0.016256,0.011537,0.245116,WAIT_USER_CONFIRM
0.092000,0.499671,-0.097330,-0.164835,0.015326,-0.017168,0.011553,0.228377,WAIT_USER_CONFIRM
