t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.496546,-0.206540,0.085858,0.000546,0.000880,0.000229,-8.264595,MOVE_JOINT
0.001000,0.496546,-0.206540,0.085857,-0.000408,0.000481,-0.000518,-8.264594,MOVE_JOINT
0.002000,0.496545,-0.206540,0.085858,-0.001059,0.000044,-0.000839,-8.273420,MOVE_JOINT
0.003000,0.496543,-0.206541,0.085856,-0.001366,-0.000223,-0.000951,-8.280480,MOVE_JOINT
0.004000,0.496540,-0.206539,0.085854,-0.001403,0.000875,-0.001230,-8.286132,MOVE_JOINT
0.005000,0.496529,-0.206541,0.085847,-0.003363,0.000351,-0.002537,-8.293042,MOVE_JOINT
0.006000,0.496525,-0.206541,0.085842,-0.001966,0.000551,-0.002430,-8.348354,MOVE_JOINT
0.007000,0.496514,-0.206544,0.085833,-0.003911,-0.000012,-0.003929,-8.392608,MOVE_JOINT
0.008000,0.496509,-0.206544,0.085827,-0.004047,0.000204,-0.004302,-8.428013,MOVE_JOINT
0.009000,0.496500,-0.206546,0.085819,-0.004836,-0.000808,-0.004622,-8.456340,MOVE_JOINT
0.010000,0.496497,-0.206552,0.085817,-0.004604,-0.002639,-0.003965,-8.368708,MOVE_JOINT
0.011000,0.496492,-0.206554,0.085812,-0.006026,-0.002934,-0.005193,-8.298601,MOVE_JOINT
0.012000,0.496492,-0.206556,0.085811,-0.005277,-0.003331,-0.004549,-8.034011,MOVE_JOINT
0.013000,0.496485,-0.206563,0.085807,-0.006908,-0.004245,-0.005387,-7.822345,MOVE_JOINT
0.014000,0.496480,-0.206561,0.085803,-0.006778,-0.002771,-0.005032,-7.653017,MOVE_JOINT
0.015000,0.496473,-0.206560,0.085801,-0.007281,-0.001028,-0.005048,-7.430231,MOVE_JOINT
0.016000,0.496467,-0.206562,0.085802,-0.007619,-0.001089,-0.004087,-7.252006,MOVE_JOINT
0.017000,0.496457,-0.206565,0.085799,-0.008574,-0.001270,-0.004057,-7.229150,MOVE_JOINT
0.018000,0.496450,-0.206563,0.085797,-0.008595,-0.000802,-0.003533,-7.210871,MOVE_JOINT
0.019000,0.496446,-0.206562,0.085800,-0.007139,-0.000215,-0.001277,-7.196250,MOVE_JOINT
0.020000,0.496437,-0.206561,0.085797,-0.007785,0.000314,-0.001866,-7.518202,MOVE_JOINT
0.021000,0.496427,-0.206562,0.085794,-0.007794,0.000669,-0.002012,-7.775759,MOVE_JOINT
0.022000,0.496424,-0.206559,0.085795,-0.005844,0.002008,-0.000999,-8.132804,MOVE_JOINT
0.023000,0.496419,-0.206558,0.085795,-0.004649,0.002041,-0.000420,-8.418436,MOVE_JOINT
0.024000,0.496414,-0.206557,0.085794,-0.004182,0.002381,-0.000282,-8.646935,MOVE_JOINT
0.025000,0.496408,-0.206559,0.085793,-0.004251,0.001458,-0.000127,-8.749055,MOVE_JOINT
0.026000,0.496407,-0.206561,0.085794,-0.003041,0.000245,0.000481,-8.830748,MOVE_JOINT
0.027000,0.496403,-0.206563,0.085792,-0.003493,0.000052,-0.000513,-8.912186,MOVE_JOINT
0.028000,0.496401,-0.206564,0.085792,-0.002808,-0.000344,-0.000033,-8.977336,MOVE_JOINT
0.029000,0.496404,-0.206567,0.085796,-0.001353,-0.000872,0.000876,-9.029453,MOVE_JOINT
0.030000,0.496406,-0.206564,0.085797,-0.000569,0.000867,0.000647,-8.923180,MOVE_JOINT
0.031000,0.496406,-0.206565,0.085799,-0.000622,-0.000168,0.001103,-8.838158,MOVE_JOINT
0.032000,0.496401,-0.206568,0.085799,-0.002000,-0.001089,0.000764,-8.766282,MOVE_JOINT
0.033000,0.496403,-0.206566,0.085803,-0.000794,-0.000133,0.001525,-8.708780,MOVE_JOINT
0.034000,0.496402,-0.206565,0.085804,-0.001448,-0.000096,0.001290,-8.662779,MOVE_JOINT
