t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.498945,-0.196762,0.189662,0.001189,0.000507,0.000941,-1.368301,WAIT_USER_CONFIRM
0.001000,0.498943,-0.196761,0.189659,0.000368,0.000613,-0.000362,-1.368283,WAIT_USER_CONFIRM
0.002000,0.498942,-0.196763,0.189661,-0.000216,0.000125,-0.000282,-1.368213,WAIT_USER_CONFIRM
0.003000,0.498943,-0.196763,0.189661,0.000532,0.000132,-0.000084,-1.368087,WAIT_USER_CONFIRM
0.004000,0.498944,-0.196764,0.189662,0.000726,-0.000150,0.000617,-1.367941,WAIT_USER_CONFIRM
0.005000,0.498942,-0.196764,0.189661,0.000868,-0.000317,0.001086,-1.367803,WAIT_USER_CONFIRM
0.006000,0.498943,-0.196761,0.189660,0.001427,0.001056,0.000620,-1.367649,WAIT_USER_CONFIRM
0.007000,0.498940,-0.196762,0.189656,0.000277,0.000675,-0.001272,-1.367409,WAIT_USER_CONFIRM
0.008000,0.498944,-0.196761,0.189660,0.001338,0.000681,0.000375,-1.367027,WAIT_USER_CONFIRM
0.009000,0.498937,-0.196762,0.189655,-0.001002,0.000359,-0.001598,-1.366509,WAIT_USER_CONFIRM
0.010000,0.498940,-0.196765,0.189661,-0.000236,-0.000862,0.000558,-1.365913,WAIT_USER_CONFIRM
0.011000,0.498941,-0.196763,0.189660,-0.000073,0.000102,-0.000155,-1.365310,WAIT_USER_CONFIRM
0.012000,0.498943,-0.196762,0.189661,0.000136,0.000375,0.000049,-1.364743,WAIT_USER_CONFIRM
0.013000,0.498941,-0.196763,0.189662,-0.000297,0.000133,0.000094,-1.364227,WAIT_USER_CONFIRM
0.014000,0.498942,-0.196760,0.189661,0.000233,0.001305,0.000018,-1.363767,WAIT_USER_CONFIRM
0.015000,0.498939,-0.196763,0.189659,-0.000974,0.000093,-0.000621,-1.363380,WAIT_USER_CONFIRM
0.016000,0.498942,-0.196763,0.189663,-0.000169,0.000001,0.000313,-1.363109,WAIT_USER_CONFIRM
0.017000,0.498940,-0.196765,0.189659,-0.000956,-0.000562,-0.001345,-1.363025,WAIT_USER_CONFIRM
0.018000,0.498943,-0.196762,0.189664,0.000422,0.000466,0.000871,-1.363228,WAIT_USER_CONFIRM
0.019000,0.498945,-0.196759,0.189662,0.000647,0.001136,-0.000082,-1.363827,WAIT_USER_CONFIRM
0.020000,0.498946,-0.196759,0.189666,0.000852,0.001085,0.001244,-1.364893,WAIT_USER_CONFIRM
0.021000,0.498945,-0.196761,0.189665,-0.000440,-0.000381,0.000674,-1.366429,WAIT_USER_CONFIRM
0.022000,0.498946,-0.196764,0.189665,-0.000187,-0.001348,0.000225,-1.368379,WAIT_USER_CONFIRM
0.023000,0.498950,-0.196763,0.189671,0.000639,-0.000734,0.001919,-1.370664,WAIT_USER_CONFIRM
0.024000,0.498951,-0.196763,0.189672,0.000453,-0.000654,0.000996,-1.373189,WAIT_USER_CONFIRM
0.025000,0.498949,-0.196762,0.189669,0.000147,0.000159,0.000196,-1.375848,WAIT_USER_CONFIRM
0.026000,0.498953,-0.196763,0.189674,0.001397,-0.000571,0.001836,-1.378552,WAIT_USER_CONFIRM
0.027000,0.498954,-0.196763,0.189675,0.001411,-0.000824,0.001955,-1.381240,WAIT_USER_CONFIRM
0.028000,0.498954,-0.196760,0.189676,0.001225,0.000469,0.001631,-1.383855,WAIT_USER_CONFIRM
0.029000,0.498955,-0.196759,0.189676,0.001286,0.000565,0.001235,-1.386336,WAIT_USER_CONFIRM
0.030000,0.498955,-0.196762,0.189675,0.001201,-0.000227,0.000175,-1.388651,WAIT_USER_CONFIRM
0.031000,0.498959,-0.196762,0.189680,0.002586,0.000518,0.001850,-1.390825,WAIT_USER_CONFIRM
0.032000,0.498962,-0.196762,0.189683,0.002970,0.000318,0.002416,-1.392923,WAIT_USER_CONFIRM
0.033000,0.498961,-0.196763,0.189683,0.001775,0.000023,0.001252,-1.394979,WAIT_USER_CONFIRM
0.034000,0.498965,-0.196763,0.189685,0.002835,0.000232,0.001840,-1.396979,WAIT_USER_CONFIRM
0.035000,0.498965,-0.196764,0.189687,0.001982,0.000087,0.001476,-1.398895,WAIT_USER_CONFIRM
0.036000,0.498966,-0.196764,0.189687,0.001122,-0.000038,0.001277,-1.400716,WAIT_USER_CONFIRM
0.037000,0.498966,-0.196763,0.189689,0.001147,0.000098,0.001081,-1.402451,WAIT_USER_CONFIRM
0.038000,0.498970,-0.196762,0.189691,0.001906,-0.000054,0.001566,-1.404128,WAIT_USER_CONFIRM
0.039000,0.498968,-0.196764,0.189692,0.000640,-0.000838,0.001344,-1.405784,WAIT_USER_CONFIRM
0.040000,0.498970,-0.196761,0.189694,0.001036,0.000290,0.001605,-1.407451,WAIT_USER_CONFIRM
0.041000,0.498973,-0.196761,0.189697,0.001679,0.000032,0.002278,-1.409152,WAIT_USER_CONFIRM
0.042000,0.498975,-0.196762,0.189699,0.000942,-0.000729,0.002042,-1.410885,WAIT_USER_CONFIRM
0.043000,0.498977,-0.196761,0.189700,0.001304,-0.000094,0.001821,-1.412622,WAIT_USER_CONFIRM
0.044000,0.498975,-0.196764,0.189701,0.000739,-0.001248,0.001619,-1.414331,WAIT_USER_CONFIRM
0.045000,0.498980,-0.196762,0.189702,0.000939,-0.000875,0.001201,-1.415996,WAIT_USER_CONFIRM
0.046000,0.498983,-0.196758,0.189706,0.001873,0.000480,0.002230,-1.417637,WAIT_USER_CONFIRM
0.047000,0.498986,-0.196758,0.189708,0.002550,0.000098,0.003003,-1.419287,WAIT_USER_CONFIRM
0.048000,0.498987,-0.196760,0.189711,0.002332,-0.000569,0.003022,-1.420935,WAIT_USER_CONFIRM
0.049000,0.498989,-0.196758,0.189713,0.002413,0.000130,0.002782,-1.422504,WAIT_USER_CONFIRM
0.050000,0.498989,-0.196761,0.189715,0.001657,-0.001073,0.002769,-1.423886,WAIT_USER_CONFIRM
0.051000,0.498992,-0.196758,0.189716,0.002099,-0.000530,0.002220,-1.424993,WAIT_USER_CONFIRM
0.052000,0.498994,-0.196757,0.189718,0.002012,-0.000335,0.001778,-1.425796,WAIT_USER_CONFIRM
0.053000,0.498998,-0.196756,0.189720,0.002550,0.000154,0.002143,-1.426336,WAIT_USER_CONFIRM
0.054000,0.498998,-0.196758,0.189722,0.002349,-0.000704,0.002100,-1.426719,WAIT_USER_CONFIRM
0.055000,0.499003,-0.196757,0.189727,0.003242,0.000168,0.002885,-1.427073,WAIT_USER_CONFIRM
0.056000,0.499004,-0.196757,0.189728,0.003001,0.000205,0.001928,-1.427513,WAIT_USER_CONFIRM
0.057000,0.499006,-0.196757,0.189730,0.003418,0.000830,0.001922,-1.428118,WAIT_USER_CONFIRM
0.058000,0.499009,-0.196753,0.189732,0.003739,0.002303,0.001709,-1.428959,WAIT_USER_CONFIRM
0.059000,0.499010,-0.196754,0.189736,0.003279,0.001370,0.002346,-1.430110,WAIT_USER_CONFIRM
0.060000,0.499014,-0.196754,0.189738,0.003833,0.001174,0.002570,-1.431643,WAIT_USER_CONFIRM
0.061000,0.499019,-0.196752,0.189743,0.004554,0.001349,0.003453,-1.433590,WAIT_USER_CONFIRM
0.062000,0.499017,-0.196752,0.189743,0.002562,0.000956,0.002262,-1.435930,WAIT_USER_CONFIRM
0.063000,0.499021,-0.196750,0.189745,0.003228,0.001450,0.002254,-1.438610,WAIT_USER_CONFIRM
0.064000,0.499022,-0.196754,0.189750,0.002634,-0.000723,0.003547,-1.441580,WAIT_USER_CONFIRM
0.065000,0.499025,-0.196754,0.189755,0.002025,-0.000926,0.003734,-1.444792,WAIT_USER_CONFIRM
0.066000,0.499028,-0.196753,0.189754,0.002321,0.000018,0.002136,-1.448168,WAIT_USER_CONFIRM
0.067000,0.499030,-0.196754,0.189757,0.002560,-0.000141,0.002410,-1.451630,WAIT_USER_CONFIRM
0.068000,0.499034,-0.196753,0.189760,0.003752,0.000049,0.002753,-1.455146,WAIT_USER_CONFIRM
0.069000,0.499035,-0.196754,0.189763,0.002595,-0.000310,0.002226,-1.458734,WAIT_USER_CONFIRM
0.070000,0.499036,-0.196754,0.189764,0.002450,-0.000015,0.002209,-1.462425,WAIT_USER_CONFIRM
0.071000,0.499042,-0.196755,0.189770,0.003508,0.000072,0.003235,-1.466248,WAIT_USER_CONFIRM
0.072000,0.499043,-0.196754,0.189772,0.002921,0.000371,0.002761,-1.470205,WAIT_USER_CONFIRM
0.073000,0.499047,-0.196754,0.189776,0.003094,0.000194,0.003170,-1.474258,WAIT_USER_CONFIRM
0.074000,0.499049,-0.196756,0.189781,0.002943,-0.000685,0.003854,-1.478336,WAIT_USER_CONFIRM
0.075000,0.499052,-0.196753,0.189783,0.003570,0.000058,0.004019,-1.482340,WAIT_USER_CONFIRM
0.076000,0.499053,-0.196755,0.189785,0.002666,-0.000485,0.003123,-1.486148,WAIT_USER_CONFIRM
0.077000,0.499055,-0.196754,0.189786,0.002436,0.000164,0.002838,-1.489642,WAIT_USER_CONFIRM
0.078000,0.499058,-0.196753,0.189789,0.002615,0.000191,0.002940,-1.492758,WAIT_USER_CONFIRM
0.079000,0.499058,-0.196755,0.189789,0.001297,-0.000625,0.002235,-1.495505,WAIT_USER_CONFIRM
0.080000,0.499063,-0.196756,0.189795,0.001167,-0.001130,0.002747,-1.497951,WAIT_USER_CONFIRM
0.081000,0.499066,-0.196756,0.189797,0.001220,-0.001067,0.001992,-1.500208,WAIT_USER_CONFIRM
0.082000,0.499071,-0.196756,0.189803,0.002668,-0.001241,0.003603,-1.502395,WAIT_USER_CONFIRM
0.083000,0.499074,-0.196753,0.189805,0.002742,-0.000071,0.003107,-1.504610,WAIT_USER_CONFIRM
0.084000,0.499075,-0.196754,0.189807,0.002520,-0.000443,0.003137,-1.506897,WAIT_USER_CONFIRM
0.085000,0.499079,-0.196751,0.189809,0.002368,0.000113,0.002642,-1.509257,WAIT_USER_CONFIRM
0.086000,0.499081,-0.196752,0.189813,0.002701,-0.000335,0.003141,-1.511691,WAIT_USER_CONFIRM
0.087000,0.499087,-0.196752,0.189817,0.003393,-0.000202,0.003243,-1.514208,WAIT_USER_CONFIRM
0.088000,0.499090,-0.196749,0.189822,0.003066,0.000690,0.003735,-1.516809,WAIT_USER_CONFIRM
0.089000,0.499093,-0.196750,0.189825,0.002591,0.000045,0.003293,-1.519462,WAIT_USER_CONFIRM
0.090000,0.499095,-0.196749,0.189826,0.002102,-0.000077,0.002662,-1.522104,WAIT_USER_CONFIRM
0.091000,0.499097,-0.196748,0.189829,0.002747,0.000300,0.002813,-1.524683,WAIT_USER_CONFIRM
0.092000,0.499103,-0.196747,0.189834,0.003696,0.000386,0.003632,-1.527179,WAIT_USER_CONFIRM
0.093000,0.499105,-0.196744,0.189835,0.003396,0.001332,0.002498,-1.529597,WAIT_USER_CONFIRM
0.094000,0.499107,-0.196749,0.189839,0.003077,-0.000149,0.002564,-1.531951,WAIT_USER_CONFIRM
0.095000,0.499114,-0.196745,0.189846,0.004621,0.000578,0.004426,-1.534263,WAIT_USER_CONFIRM
0.096000,0.499114,-0.196747,0.189846,0.003389,-0.000001,0.002603,-1.536541,WAIT_USER_CONFIRM
0.097000,0.499117,-0.196745,0.189851,0.003432,0.001099,0.003161,-1.538762,WAIT_USER_CONFIRM
0.098000,0.499119,-0.196745,0.189852,0.002781,0.000301,0.003038,-1.540897,WAIT_USER_CONFIRM
0.099000,0.499121,-0.196745,0.189856,0.002836,0.000704,0.003097,-1.542930,WAIT_USER_CONFIRM
0.100000,0.499124,-0.196748,0.189860,0.002598,-0.000476,0.003869,-1.544854,WAIT_USER_CONFIRM
0.101000,0.499128,-0.196748,0.189864,0.002367,-0.000866,0.003808,-1.546649,WAIT_USER_CONFIRM
0.102000,0.499131,-0.196747,0.189868,0.002097,-0.000922,0.003908,-1.548271,WAIT_USER_CONFIRM
0.103000,0.499134,-0.196743,0.189868,0.001496,0.000271,0.002428,-1.549671,WAIT_USER_CONFIRM
