t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.496705,-0.208852,0.192522,-0.000562,-0.000618,0.000025,-299.326712,MOVE_JOINT
0.001000,0.496707,-0.208849,0.192522,0.000020,0.000205,0.000050,-299.326444,MOVE_JOINT
0.002000,0.496709,-0.208849,0.192522,-0.000393,-0.000166,-0.000708,-299.326507,MOVE_JOINT
0.003000,0.496705,-0.208850,0.192520,-0.001469,-0.000089,-0.001508,-299.298839,MOVE_JOINT
0.004000,0.496698,-0.208851,0.192516,-0.002808,0.000449,-0.002217,-299.274992,MOVE_JOINT
0.005000,0.496690,-0.208849,0.192507,-0.004130,0.000653,-0.003666,-299.295665,MOVE_JOINT
0.006000,0.496676,-0.208854,0.192495,-0.005792,-0.000296,-0.005605,-299.308654,MOVE_JOINT
0.007000,0.496666,-0.208854,0.192482,-0.005919,0.000620,-0.006733,-299.315019,MOVE_JOINT
0.008000,0.496656,-0.208854,0.192468,-0.005695,0.001154,-0.007926,-299.208599,MOVE_JOINT
0.009000,0.496642,-0.208862,0.192453,-0.007119,-0.001272,-0.009165,-299.118678,MOVE_JOINT
0.010000,0.496636,-0.208870,0.192445,-0.007096,-0.003708,-0.008842,-299.033169,MOVE_JOINT
0.011000,0.496630,-0.208874,0.192435,-0.006910,-0.004002,-0.008821,-298.961294,MOVE_JOINT
0.012000,0.496631,-0.208881,0.192433,-0.005712,-0.005197,-0.007623,-298.901795,MOVE_JOINT
0.013000,0.496627,-0.208888,0.192429,-0.006151,-0.005882,-0.007238,-298.643561,MOVE_JOINT
0.014000,0.496623,-0.208896,0.192426,-0.006694,-0.005887,-0.007066,-298.434909,MOVE_JOINT
0.015000,0.496618,-0.208904,0.192426,-0.007105,-0.006239,-0.006039,-298.395527,MOVE_JOINT
0.016000,0.496611,-0.208909,0.192425,-0.007976,-0.005749,-0.005557,-298.362865,MOVE_JOINT
0.017000,0.496600,-0.208915,0.192422,-0.009585,-0.005880,-0.005264,-298.333601,MOVE_JOINT
0.018000,0.496590,-0.208918,0.192421,-0.010688,-0.004775,-0.004501,-298.682165,MOVE_JOINT
0.019000,0.496576,-0.208923,0.192418,-0.012169,-0.004911,-0.004491,-298.957910,MOVE_JOINT
0.020000,0.496565,-0.208923,0.192416,-0.011638,-0.003119,-0.003783,-299.413387,MOVE_JOINT
0.021000,0.496552,-0.208924,0.192413,-0.011266,-0.001950,-0.003237,-299.775092,MOVE_JOINT
0.022000,0.496538,-0.208925,0.192407,-0.011832,-0.001340,-0.003820,-300.060793,MOVE_JOINT
0.023000,0.496525,-0.208924,0.192402,-0.011447,-0.000623,-0.003484,-300.115578,MOVE_JOINT
0.024000,0.496513,-0.208922,0.192397,-0.011510,0.000750,-0.003919,-300.156820,MOVE_JOINT
0.025000,0.496511,-0.208917,0.192396,-0.008111,0.002233,-0.002023,-299.796783,MOVE_JOINT
0.026000,0.496496,-0.208919,0.192389,-0.009076,0.000737,-0.003030,-299.505824,MOVE_JOINT
0.027000,0.496488,-0.208921,0.192386,-0.008045,0.000099,-0.002482,-299.271321,MOVE_JOINT
0.028000,0.496483,-0.208924,0.192385,-0.006695,-0.000381,-0.001591,-298.864274,MOVE_JOINT
0.029000,0.496480,-0.208925,0.192383,-0.005433,-0.000997,-0.001205,-298.536879,MOVE_JOINT
0.030000,0.496481,-0.208924,0.192383,-0.002899,-0.000693,-0.000538,-298.439035,MOVE_JOINT
