t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.497444,-0.206346,0.052728,0.000277,-0.000059,0.000398,-299.260777,MOVE_JOINT
0.001000,0.497444,-0.206347,0.052728,-0.000027,-0.000110,0.000070,-299.209276,MOVE_JOINT
0.002000,0.497444,-0.206347,0.052727,-0.001717,-0.000893,-0.000922,-299.168327,MOVE_JOINT
0.003000,0.497444,-0.206347,0.052728,-0.000998,-0.001446,-0.000088,-299.136038,MOVE_JOINT
0.004000,0.497438,-0.206346,0.052723,-0.001888,-0.000453,-0.001394,-299.136345,MOVE_JOINT
0.005000,0.497424,-0.206347,0.052715,-0.005057,0.000107,-0.003004,-299.133588,MOVE_JOINT
0.006000,0.497412,-0.206343,0.052703,-0.005188,0.001021,-0.004379,-299.177481,MOVE_JOINT
0.007000,0.497400,-0.206345,0.052695,-0.006231,0.000213,-0.004978,-299.210069,MOVE_JOINT
0.008000,0.497388,-0.206347,0.052684,-0.006987,-0.000034,-0.005913,-299.232902,MOVE_JOINT
0.009000,0.497383,-0.206343,0.052678,-0.005422,0.001177,-0.005336,-299.104403,MOVE_JOINT
0.010000,0.497369,-0.206349,0.052667,-0.008063,-0.001005,-0.006821,-298.998012,MOVE_JOINT
0.011000,0.497359,-0.206351,0.052661,-0.008567,-0.001329,-0.006848,-298.834664,MOVE_JOINT
0.012000,0.497345,-0.206355,0.052653,-0.011084,-0.002437,-0.008153,-298.701218,MOVE_JOINT
0.013000,0.497337,-0.206357,0.052647,-0.010778,-0.002125,-0.007719,-298.592045,MOVE_JOINT
0.014000,0.497331,-0.206357,0.052642,-0.011352,-0.001761,-0.008048,-298.533936,MOVE_JOINT
0.015000,0.497326,-0.206356,0.052639,-0.010695,-0.001008,-0.007361,-298.486727,MOVE_JOINT
0.016000,0.497321,-0.206354,0.052639,-0.010040,-0.000032,-0.005682,-298.733220,MOVE_JOINT
0.017000,0.497309,-0.206357,0.052637,-0.011230,-0.000920,-0.005137,-298.928847,MOVE_JOINT
0.018000,0.497298,-0.206359,0.052637,-0.011618,-0.000842,-0.004305,-299.083404,MOVE_JOINT
0.019000,0.497287,-0.206363,0.052636,-0.011318,-0.001476,-0.003379,-299.393178,MOVE_JOINT
0.020000,0.497281,-0.206363,0.052637,-0.010017,-0.001031,-0.002203,-299.640032,MOVE_JOINT
0.021000,0.497276,-0.206364,0.052639,-0.008400,-0.000541,-0.001025,-299.691135,MOVE_JOINT
0.022000,0.497264,-0.206365,0.052637,-0.008932,0.000220,-0.000979,-299.730412,MOVE_JOINT
0.023000,0.497252,-0.206364,0.052633,-0.009459,0.000267,-0.001440,-299.758523,MOVE_JOINT
0.024000,0.497242,-0.206364,0.052632,-0.008782,0.000706,-0.000816,-299.276117,MOVE_JOINT
0.025000,0.497231,-0.206368,0.052632,-0.008863,-0.000779,-0.000299,-298.888276,MOVE_JOINT
0.026000,0.497220,-0.206370,0.052631,-0.008747,-0.000631,-0.000444,-298.625630,MOVE_JOINT
0.027000,0.497211,-0.206368,0.052630,-0.007636,0.000478,0.000051,-298.413815,MOVE_JOINT
0.028000,0.497202,-0.206374,0.052630,-0.007667,-0.000829,0.000225,-298.242316,MOVE_JOINT
0.029000,0.497198,-0.206375,0.052632,-0.006198,-0.001105,0.001282,-298.145411,MOVE_JOINT
0.030000,0.497194,-0.206373,0.052633,-0.005410,-0.000459,0.001388,-298.066222,MOVE_JOINT
0.031000,0.497186,-0.206375,0.052635,-0.005493,-0.000883,0.001469,-298.000505,MOVE_JOINT
0.032000,0.497180,-0.206377,0.052637,-0.005653,-0.000576,0.001758,-298.103797,MOVE_JOINT
0.033000,0.497172,-0.206380,0.052639,-0.006369,-0.000591,0.001478,-298.184581,MOVE_JOINT
0.034000,0.497164,-0.206379,0.052638,-0.007311,-0.000807,0.000867,-298.397833,MOVE_JOINT
0.035000,0.497163,-0.206379,0.052643,-0.005218,-0.000882,0.002265,-298.568560,MOVE_JOINT
0.036000,0.497160,-0.206385,0.052648,-0.004659,-0.001616,0.003047,-298.704823,MOVE_JOINT
0.037000,0.497155,-0.206387,0.052650,-0.005405,-0.002104,0.002389,-298.686676,MOVE_JOINT
0.038000,0.497152,-0.206385,0.052653,-0.004641,-0.000400,0.002039,-298.671426,MOVE_JOINT
0.039000,0.497149,-0.206388,0.052655,-0.004468,-0.001210,0.002050,-298.655533,MOVE_JOINT
0.040000,0.497145,-0.206389,0.052657,-0.004463,-0.000987,0.001805,-298.641870,MOVE_JOINT
0.041000,0.497143,-0.206391,0.052658,-0.003778,-0.001071,0.001535,-298.630621,MOVE_JOINT
0.042000,0.497140,-0.206395,0.052660,-0.002990,-0.001118,0.001303,-298.483996,MOVE_JOINT
0.043000,0.497137,-0.206396,0.052660,-0.003075,-0.001431,0.000974,-298.366168,MOVE_JOINT
0.044000,0.497134,-0.206400,0.052660,-0.002501,-0.001989,0.000907,-298.116098,MOVE_JOINT
0.045000,0.497133,-0.206404,0.052660,-0.002750,-0.002949,0.000326,-297.915258,MOVE_JOINT
0.046000,0.497136,-0.206403,0.052663,-0.000436,-0.001881,0.001363,-297.754779,MOVE_JOINT
0.047000,0.497135,-0.206405,0.052663,-0.000169,-0.002084,0.001224,-297.641911,MOVE_JOINT
0.048000,0.497133,-0.206408,0.052663,-0.000839,-0.002559,0.000851,-297.551164,MOVE_JOINT
