t,x,y,z,vx,vy,vz,Fz,phase
0.000000,0.496882,-0.206364,0.044396,0.000307,-0.000241,0.000157,-9.593325,MOVE_JOINT
0.001000,0.496881,-0.206366,0.044397,-0.000540,-0.001080,0.000137,-9.593325,MOVE_JOINT
0.002000,0.496884,-0.206365,0.044398,-0.000444,-0.000784,-0.000242,-9.593326,MOVE_JOINT
0.003000,0.496884,-0.206362,0.044398,-0.000693,-0.000343,-0.000188,-9.603128,MOVE_JOINT
0.004000,0.496879,-0.206364,0.044396,-0.001879,-0.000396,-0.000546,-9.610971,MOVE_JOINT
0.005000,0.496867,-0.206365,0.044389,-0.004831,-0.000635,-0.002363,-9.636901,MOVE_JOINT
0.006000,0.496859,-0.206364,0.044379,-0.004536,0.000364,-0.003579,-9.657645,MOVE_JOINT
0.007000,0.496846,-0.206367,0.044369,-0.005530,-0.000364,-0.004667,-9.723810,MOVE_JOINT
0.008000,0.496834,-0.206368,0.044359,-0.006504,-0.000171,-0.005329,-9.776744,MOVE_JOINT
0.009000,0.496827,-0.206372,0.044351,-0.006656,-0.001445,-0.006043,-9.763001,MOVE_JOINT
0.010000,0.496820,-0.206370,0.044343,-0.006453,-0.000898,-0.006392,-9.752010,MOVE_JOINT
0.011000,0.496817,-0.206371,0.044339,-0.006392,-0.001068,-0.006494,-9.743219,MOVE_JOINT
0.012000,0.496813,-0.206374,0.044336,-0.007118,-0.001761,-0.006320,-9.736188,MOVE_JOINT
0.013000,0.496808,-0.206380,0.044333,-0.007797,-0.002898,-0.006329,-9.432710,MOVE_JOINT
0.014000,0.496799,-0.206383,0.044329,-0.008822,-0.002825,-0.006382,-9.243945,MOVE_JOINT
0.015000,0.496797,-0.206381,0.044328,-0.008271,-0.001477,-0.005634,-9.092938,MOVE_JOINT
0.016000,0.496796,-0.206379,0.044331,-0.006609,-0.000656,-0.003411,-8.972132,MOVE_JOINT
0.017000,0.496788,-0.206383,0.044330,-0.007341,-0.001659,-0.002341,-8.955730,MOVE_JOINT
0.018000,0.496781,-0.206385,0.044331,-0.007730,-0.002415,-0.001534,-8.942612,MOVE_JOINT
0.019000,0.496776,-0.206385,0.044330,-0.006971,-0.001137,-0.001169,-9.243278,MOVE_JOINT
0.020000,0.496769,-0.206388,0.044332,-0.006531,-0.001393,-0.000143,-9.483803,MOVE_JOINT
0.021000,0.496764,-0.206389,0.044332,-0.006018,-0.001244,0.000010,-9.676216,MOVE_JOINT
0.022000,0.496763,-0.206386,0.044333,-0.004065,0.000326,0.000457,-9.830144,MOVE_JOINT
0.023000,0.496754,-0.206388,0.044329,-0.004899,-0.000149,-0.000062,-10.067005,MOVE_JOINT
0.024000,0.496747,-0.206387,0.044329,-0.004427,-0.000122,0.000499,-10.118068,MOVE_JOINT
0.025000,0.496746,-0.206387,0.044329,-0.003372,-0.000215,0.000609,-10.158914,MOVE_JOINT
0.026000,0.496744,-0.206387,0.044331,-0.002300,-0.000106,0.001347,-10.191591,MOVE_JOINT
0.027000,0.496739,-0.206389,0.044329,-0.003209,-0.000118,0.000283,-10.119288,MOVE_JOINT
0.028000,0.496742,-0.206386,0.044330,-0.001139,0.001204,0.000725,-10.061445,MOVE_JOINT
0.029000,0.496741,-0.206386,0.044329,-0.001228,0.000999,-0.000171,-9.931312,MOVE_JOINT
0.030000,0.496747,-0.206384,0.044332,0.000672,0.000715,0.001050,-9.827199,MOVE_JOINT
0.031000,0.496746,-0.206385,0.044332,0.000509,0.000399,0.001137,-9.743909,MOVE_JOINT
0.032000,0.496749,-0.206384,0.044336,0.001279,0.000567,0.001786,-9.774224,MOVE_JOINT
0.033000,0.496746,-0.206386,0.044336,-0.000290,-0.000095,0.000994,-9.798479,MOVE_JOINT
0.034000,0.496748,-0.206383,0.044340,0.000591,0.000439,0.002293,-9.838798,MOVE_JOINT
0.035000,0.496750,-0.206384,0.044342,0.000791,-0.000141,0.002130,-9.871054,MOVE_JOINT
0.036000,0.496754,-0.206383,0.044347,0.001942,0.000190,0.003114,-9.896857,MOVE_JOINT
